id,title,slug,poster_url,director,country,year,film_type,plot,genres,poster_url,combined_features
108,Nhà Trọ Bạn Bè,nha-tro-ban-be,https://img.ophim.live/uploads/movies/nha-tro-ban-be-thumb.jpg,Đang cập nhật,Trung Quốc,2024,Phim Bộ,"Cuộc sống xã hội mới - Bước vào xã hội từ 0 đến 1. Họ sẽ sống trong một ""Ngôi nhà sống (V.)"" và trải nghiệm một năm gồm 52 tuần sống chung. Trong ngôi nhà này, họ sẽ đối mặt với những thách thức sinh tồn mà mọi người đều gặp phải trên con đường trưởng thành, đồng thời cũng trải qua những câu chuyện vô lý và kỳ lạ không ngừng diễn ra. Giữa những thói quen hàng ngày hỗn loạn, vui nhộn, bộ truyện này khắc họa chân thực cuộc sống thường ngày của những người trẻ tuổi, dần dần tiết lộ những bí mật cuối cùng để trở thành một ""người lớn"".",Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/nha-tro-ban-be-thumb.jpg,"Nhà Trọ Bạn Bè Cuộc sống xã hội mới - Bước vào xã hội từ 0 đến 1. Họ sẽ sống trong một ""Ngôi nhà sống (V.)"" và trải nghiệm một năm gồm 52 tuần sống chung. Trong ngôi nhà này, họ sẽ đối mặt với những thách thức sinh tồn mà mọi người đều gặp phải trên con đường trưởng thành, đồng thời cũng trải qua những câu chuyện vô lý và kỳ lạ không ngừng diễn ra. Giữa những thói quen hàng ngày hỗn loạn, vui nhộn, bộ truyện này khắc họa chân thực cuộc sống thường ngày của những người trẻ tuổi, dần dần tiết lộ những bí mật cuối cùng để trở thành một ""người lớn"". Tình Cảm Đang cập nhật Trung Quốc Phim Bộ"
109,Quang Uyên,quang-uyen,https://img.ophim.live/uploads/movies/quang-uyen-thumb.jpg,裘仲维,Trung Quốc,2023,Phim Bộ,"Vào năm 253 của nền Văn minh mới, Đội trưởng Luo Weizhao và Pei Su điều tra một loạt tội ác liên quan đến ""Apaths"" gây tranh cãi, khám phá ra một âm mưu sâu xa hơn thách thức niềm tin của xã hội về đạo đức, ý chí tự do và sức mạnh của hy vọng.",Bí Ẩn|Chính Kịch|Hình Sự|Khoa Học|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/quang-uyen-thumb.jpg,"Quang Uyên Vào năm 253 của nền Văn minh mới, Đội trưởng Luo Weizhao và Pei Su điều tra một loạt tội ác liên quan đến ""Apaths"" gây tranh cãi, khám phá ra một âm mưu sâu xa hơn thách thức niềm tin của xã hội về đạo đức, ý chí tự do và sức mạnh của hy vọng. Bí Ẩn|Chính Kịch|Hình Sự|Khoa Học|Viễn Tưởng 裘仲维 Trung Quốc Phim Bộ"
110,Cầm Tù,cam-tu,https://img.ophim.live/uploads/movies/cam-tu-thumb.jpg,Đang cập nhật,Thổ Nhĩ Kỳ,2022,Phim Bộ,"Orhun là một doanh nhân thành đạt, lớn lên trong một gia đình giàu có nhưng không có tình yêu thương cùng với chị gái song sinh Nihan, em gái Nurşah và người mẹ xa cách lạnh lùng Afife của họ. Nihan rời đi để làm công việc tình nguyện với tư cách là một bác sĩ ở Eritrea, nhưng gần đây cô ấy không thể liên lạc được và gia đình cô ấy đang lo lắng cho cô ấy. Trong khi tìm kiếm em gái của mình, anh tình cờ gặp Hira, một cô gái nghèo đang sống cuộc đời của một tù nhân dưới bàn tay của những kẻ buôn người. Khi họ phát hiện ra rằng Nihan đã bị đầu độc và giết chết bởi một băng đảng địa phương, Orhun suy sụp. Khi phát hiện ra rằng Hira thực sự là người đã đầu độc em gái mình, Orhun ấp ủ một kế hoạch trả thù độc ác: anh ta sẽ đưa Hira về nhà với mình và khiến mọi thứ trở nên tồi tệ hơn với cô ấy. Trong khi đó, Afife, mẹ của họ, đã ngăn cản cha của Orhun kể từ khi anh ta thời thơ ấu bí mật. Orhun quyết định kết hôn với Hira để trả thù. Afife ghét những người có địa vị thấp hơn và cô ấy bị ám ảnh bởi “dòng máu thuần khiết”. Liệu cuộc hôn nhân này có giam cầm Afife, hay cặp đôi sẽ tìm thấy sự chuộc lỗi sau khi trả hết nợ?",Tâm Lý|Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/cam-tu-thumb.jpg,"Cầm Tù Orhun là một doanh nhân thành đạt, lớn lên trong một gia đình giàu có nhưng không có tình yêu thương cùng với chị gái song sinh Nihan, em gái Nurşah và người mẹ xa cách lạnh lùng Afife của họ. Nihan rời đi để làm công việc tình nguyện với tư cách là một bác sĩ ở Eritrea, nhưng gần đây cô ấy không thể liên lạc được và gia đình cô ấy đang lo lắng cho cô ấy. Trong khi tìm kiếm em gái của mình, anh tình cờ gặp Hira, một cô gái nghèo đang sống cuộc đời của một tù nhân dưới bàn tay của những kẻ buôn người. Khi họ phát hiện ra rằng Nihan đã bị đầu độc và giết chết bởi một băng đảng địa phương, Orhun suy sụp. Khi phát hiện ra rằng Hira thực sự là người đã đầu độc em gái mình, Orhun ấp ủ một kế hoạch trả thù độc ác: anh ta sẽ đưa Hira về nhà với mình và khiến mọi thứ trở nên tồi tệ hơn với cô ấy. Trong khi đó, Afife, mẹ của họ, đã ngăn cản cha của Orhun kể từ khi anh ta thời thơ ấu bí mật. Orhun quyết định kết hôn với Hira để trả thù. Afife ghét những người có địa vị thấp hơn và cô ấy bị ám ảnh bởi “dòng máu thuần khiết”. Liệu cuộc hôn nhân này có giam cầm Afife, hay cặp đôi sẽ tìm thấy sự chuộc lỗi sau khi trả hết nợ? Tâm Lý|Tình Cảm Đang cập nhật Thổ Nhĩ Kỳ Phim Bộ"
111,Những Mảnh Đời Vô Định,nhung-manh-doi-vo-dinh,https://img.ophim.live/uploads/movies/nhung-manh-doi-vo-dinh-thumb.jpg,Cem Karcı,Thổ Nhĩ Kỳ,2024,Phim Bộ,"Câu chuyện về những nỗ lực của sáu anh chị em, Azize, Cemo, Zeliha, Fidan, Samet và Balım, những người đột ngột mất cha mẹ chỉ trong một đêm, để ở bên nhau và bám víu vào cuộc sống bất chấp những thảm họa ập đến với họ. Mặc dù câu chuyện diễn ra ở Istanbul, nhưng bi kịch xảy đến với những anh chị em này lại nằm ở tình yêu thương vô bờ bến của cha mẹ họ, Bala và Rıfat. Tình yêu không thể này bắt đầu từ một nơi rất xa Istanbul, tại một ngôi làng ở Mardin.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/nhung-manh-doi-vo-dinh-thumb.jpg,"Những Mảnh Đời Vô Định Câu chuyện về những nỗ lực của sáu anh chị em, Azize, Cemo, Zeliha, Fidan, Samet và Balım, những người đột ngột mất cha mẹ chỉ trong một đêm, để ở bên nhau và bám víu vào cuộc sống bất chấp những thảm họa ập đến với họ. Mặc dù câu chuyện diễn ra ở Istanbul, nhưng bi kịch xảy đến với những anh chị em này lại nằm ở tình yêu thương vô bờ bến của cha mẹ họ, Bala và Rıfat. Tình yêu không thể này bắt đầu từ một nơi rất xa Istanbul, tại một ngôi làng ở Mardin. Chính Kịch Cem Karcı Thổ Nhĩ Kỳ Phim Bộ"
112,Kun Tun Tianxia Zhi Zhang Men Guilai,kun-tun-tianxia-zhi-zhang-men-guilai,https://img.ophim.live/uploads/movies/kun-tun-tianxia-zhi-zhang-men-guilai-thumb.jpg,劳子亮,Trung Quốc,2025,Phim Hoạt Hình,"Fan Lingxiao, a spiritual pet master with exceptional talents, was plotted against during the Level-A sect promotion competition and was devoured by Kun, his own spiritual pet. When he opened his eyes again, he found himself reincarnated into a young man named “Liu Fengmang” and was imprisoned in the White Mansion’s dungeon. Meanwhile, his own sect, Lingxiao Pavilion, was in a perilous state. To uncover the truth of being devoured by Kun and revitalize his sect, Fan Lingxiao, accompanied by his existing spiritual pets, embarked on a brand-new adventure journey with Gu Ling, Cheng Xi, and Yue Tong.",Hài Hước|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/kun-tun-tianxia-zhi-zhang-men-guilai-thumb.jpg,"Kun Tun Tianxia Zhi Zhang Men Guilai Fan Lingxiao, a spiritual pet master with exceptional talents, was plotted against during the Level-A sect promotion competition and was devoured by Kun, his own spiritual pet. When he opened his eyes again, he found himself reincarnated into a young man named “Liu Fengmang” and was imprisoned in the White Mansion’s dungeon. Meanwhile, his own sect, Lingxiao Pavilion, was in a perilous state. To uncover the truth of being devoured by Kun and revitalize his sect, Fan Lingxiao, accompanied by his existing spiritual pets, embarked on a brand-new adventure journey with Gu Ling, Cheng Xi, and Yue Tong. Hài Hước|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng 劳子亮 Trung Quốc Phim Hoạt Hình"
113,Người Dẫn Tin,nguoi-dan-tin,https://img.ophim.live/uploads/movies/nguoi-dan-tin-thumb.jpg,Đang cập nhật,Nhật Bản,2025,Phim Bộ,"Được thăng chức làm người dẫn tin chính của một chương trình tin tức gặp khó khăn, phóng viên nọ phá bỏ mọi giới hạn để điều tra và vạch trần sự thật mà người khác muốn chôn vùi.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/nguoi-dan-tin-thumb.jpg,"Người Dẫn Tin Được thăng chức làm người dẫn tin chính của một chương trình tin tức gặp khó khăn, phóng viên nọ phá bỏ mọi giới hạn để điều tra và vạch trần sự thật mà người khác muốn chôn vùi. Chính Kịch Đang cập nhật Nhật Bản Phim Bộ"
114,Tracker (Phần 2),tracker-phan-2,https://img.ophim.live/uploads/movies/tracker-phan-2-thumb.jpg,Đang cập nhật,Âu Mỹ,2024,Phim Bộ,"Trong Tracker mùa 2, Colter Shaw, một người sinh tồn đơn độc, tiếp tục cuộc hành trình của mình trên chiếc RV cũ kỹ dọc đất nước, sử dụng kỹ năng của mình hỗ trợ cảnh sát tìm người bị mất tích và nhận tiền thưởng.Cùng với sự hỗ trợ của nữ luật sư Reenie Green, người điều hành Velma Bruin và chuyên gia công nghệ Bobby Exley, Colter sẽ không ngần ngại bất cứ điều gì để hoàn thành công việc.",Chính Kịch|Hình Sự,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/tracker-phan-2-thumb.jpg,"Tracker (Phần 2) Trong Tracker mùa 2, Colter Shaw, một người sinh tồn đơn độc, tiếp tục cuộc hành trình của mình trên chiếc RV cũ kỹ dọc đất nước, sử dụng kỹ năng của mình hỗ trợ cảnh sát tìm người bị mất tích và nhận tiền thưởng.Cùng với sự hỗ trợ của nữ luật sư Reenie Green, người điều hành Velma Bruin và chuyên gia công nghệ Bobby Exley, Colter sẽ không ngần ngại bất cứ điều gì để hoàn thành công việc. Chính Kịch|Hình Sự Đang cập nhật Âu Mỹ Phim Bộ"
115,Buổi Hẹn Hò Kinh Hoàng,buoi-hen-ho-kinh-hoang,https://img.ophim.live/uploads/movies/buoi-hen-ho-kinh-hoang-thumb.jpg,Christopher Landon,Âu Mỹ,2025,Phim Lẻ,"Violet, a widowed mother on her first date in years, arrives at an upscale restaurant where she is relieved that her date, Henry, is more charming and handsome than she expected. But their chemistry begins to curdle as Violet begins being irritated and then terrorized by a series of anonymous drops to her phone.",Bí Ẩn,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/buoi-hen-ho-kinh-hoang-thumb.jpg,"Buổi Hẹn Hò Kinh Hoàng Violet, a widowed mother on her first date in years, arrives at an upscale restaurant where she is relieved that her date, Henry, is more charming and handsome than she expected. But their chemistry begins to curdle as Violet begins being irritated and then terrorized by a series of anonymous drops to her phone. Bí Ẩn Christopher Landon Âu Mỹ Phim Lẻ"
116,Băng Qua Bầu Trời Đến Bên Em,bang-qua-bau-troi-den-ben-em,https://img.ophim.live/uploads/movies/bang-qua-bau-troi-den-ben-em-thumb.jpg,Kittipat Jampa,Thái Lan,2025,Phim Bộ,"Khanin must return to Emmaly and compete for the throne he never wanted, led by Charan, the royal guard sworn to protect him.",Chính Kịch|Hành Động|Phiêu Lưu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/bang-qua-bau-troi-den-ben-em-thumb.jpg,"Băng Qua Bầu Trời Đến Bên Em Khanin must return to Emmaly and compete for the throne he never wanted, led by Charan, the royal guard sworn to protect him. Chính Kịch|Hành Động|Phiêu Lưu Kittipat Jampa Thái Lan Phim Bộ"
117,Thôn Tính Bầu Trời,thon-tinh-bau-troi,https://img.ophim.live/uploads/movies/thon-tinh-bau-troi-thumb.jpg,Đang cập nhật,Trung Quốc,2020,Phim Hoạt Hình,"Trên Trái đất, một thảm họa đã gây ra sự biến đổi của muôn loài. Kẻ thượng đẳng sống sót và kẻ thấp kém bị tuyệt chủng. Trong hoàn cảnh đó, Luo Feng được thừa kế từ chủ nhân của Ngôi sao Yunmo và trở thành một trong ba người mạnh nhất trên Trái đất. Anh ta bị mất thịt của mình trong cuộc chiến chống lại con quái vật khổng lồ bị nuốt chửng nhưng sau đó anh ta đã lấy thịt của con quái vật. Trong xác thịt, anh ta đã phát triển một cơ thể người. Sau đó, anh bước ra khỏi Trái đất và hướng đến vũ trụ.",Hành Động|Phiêu Lưu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/thon-tinh-bau-troi-thumb.jpg,"Thôn Tính Bầu Trời Trên Trái đất, một thảm họa đã gây ra sự biến đổi của muôn loài. Kẻ thượng đẳng sống sót và kẻ thấp kém bị tuyệt chủng. Trong hoàn cảnh đó, Luo Feng được thừa kế từ chủ nhân của Ngôi sao Yunmo và trở thành một trong ba người mạnh nhất trên Trái đất. Anh ta bị mất thịt của mình trong cuộc chiến chống lại con quái vật khổng lồ bị nuốt chửng nhưng sau đó anh ta đã lấy thịt của con quái vật. Trong xác thịt, anh ta đã phát triển một cơ thể người. Sau đó, anh bước ra khỏi Trái đất và hướng đến vũ trụ. Hành Động|Phiêu Lưu Đang cập nhật Trung Quốc Phim Hoạt Hình"
118,Đấu Phá Thương Khung Ngoại Truyện,dau-pha-thuong-khung-ngoai-truyen,https://img.ophim.live/uploads/movies/dau-pha-thuong-khung-ngoai-truyen-thumb.jpg,Đang cập nhật,Trung Quốc,2023,Phim Hoạt Hình,"Sau hợp đồng ba năm, Xiao Yan cuối cùng đã gặp Xuan'er tại Học viện Jianan, sau đó anh kết bạn thân và thành lập Pan Sect; Để tiếp tục nâng cao sức mạnh của mình và trả thù Vân Lan phái cho cha mình, anh ta đã đi sâu vào Tháp khí đốt thiên đường để nuốt chửng Fallen Heart Yan bằng sự mạo hiểm của chính mình ...",Cổ Trang|Hành Động|Phiêu Lưu|Võ Thuật,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/dau-pha-thuong-khung-ngoai-truyen-thumb.jpg,"Đấu Phá Thương Khung Ngoại Truyện Sau hợp đồng ba năm, Xiao Yan cuối cùng đã gặp Xuan'er tại Học viện Jianan, sau đó anh kết bạn thân và thành lập Pan Sect; Để tiếp tục nâng cao sức mạnh của mình và trả thù Vân Lan phái cho cha mình, anh ta đã đi sâu vào Tháp khí đốt thiên đường để nuốt chửng Fallen Heart Yan bằng sự mạo hiểm của chính mình ... Cổ Trang|Hành Động|Phiêu Lưu|Võ Thuật Đang cập nhật Trung Quốc Phim Hoạt Hình"
